,OI,Chng in OI,Volume,IV,LTP,Net Chng,BidQty,BidPrice,AskPrice,AskQty,Strike Price,BidQty,BidPrice,AskPrice,AskQty,Net Chng,LTP,IV,Volume,Chng in OI,OI
19,-,-,-,-,-,-,-,-,-,-,7050.00,-,-,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,-,-,-,-,7100.00,75,7.00,-,-,-,-,-,-,-,-
21,-,-,-,-,-,-,-,-,-,-,7150.00,1050,5.05,-,-,-,-,-,-,-,-
22,-,-,-,-,-,-,75,9.00,-,-,7200.00,75,5.50,-,-,-,-,-,-,-,-
23,-,-,-,-,-,-,75,14.50,-,-,7250.00,75,2.00,-,-,-,-,-,-,-,-
24,-,-,-,-,-,-,675,0.05,-,-,7300.00,1200,5.05,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-,-,7350.00,75,3.60,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,450,1.05,-,-,7400.00,75,5.05,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-,-,7450.00,1050,2.05,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,300,0.15,-,-,7500.00,675,205.60,217.95,150,124.05,205.60,-,24,675,675
29,-,-,-,-,-,-,-,-,-,-,7550.00,6225,1.05,-,-,-,-,-,-,-,-
30,-,-,-,-,-,-,525,0.05,-,-,7600.00,75,8.00,-,-,-,-,-,-,-,-
31,-,-,-,-,-,-,-,-,-,-,7650.00,750,1.00,-,-,-,-,-,-,-,-
32,-,-,-,-,-,-,675,0.05,-,-,7700.00,75,16.00,-,-,-,-,-,-,-,-
33,-,-,-,-,-,-,-,-,-,-,7750.00,600,0.90,-,-,-,-,-,-,-,-
34,-,-,-,-,-,-,450,0.05,-,-,7800.00,75,54.00,-,-,-,-,-,-,-,-
35,-,-,-,-,-,-,-,-,-,-,7850.00,75,65.65,-,-,-,-,-,-,-,-
36,-,-,-,-,-,-,375,1.00,-,-,7900.00,150,13.00,-,-,-,-,-,-,-,-
37,-,-,-,-,-,-,-,-,-,-,7950.00,150,10.00,-,-,-,-,-,-,-,-
38,-,-,-,-,-,-,75,2.00,-,-,8000.00,150,259.70,322.95,600,232.55,320.00,-,4,150,150
39,-,-,-,-,-,-,525,0.05,-,-,8050.00,75,1.00,-,-,-,-,-,-,-,-
40,-,-,-,-,-,-,675,0.10,-,-,8100.00,75,52.00,-,-,-,-,-,-,-,-
41,-,-,-,-,-,-,6750,0.05,-,-,8150.00,75,15.00,-,-,-,-,-,-,-,-
42,-,-,-,-,-,-,75,1.00,-,-,8200.00,75,35.00,-,-,-,-,-,-,-,-
43,-,-,-,-,-,-,75,0.50,-,-,8250.00,75,100.00,-,-,-,-,-,-,-,-
44,-,-,-,-,-,-,975,0.05,-,-,8300.00,75,46.00,-,-,-,-,-,-,-,-
45,-,-,-,-,-,-,525,0.05,-,-,8350.00,-,-,-,-,-,-,-,-,-,-
46,-,-,-,-,-,-,75,30.00,-,-,8400.00,75,132.00,-,-,-,-,-,-,-,-
47,-,-,-,-,-,-,825,0.05,-,-,8450.00,150,12.00,-,-,-,-,-,-,-,-
48,-,-,-,-,-,-,75,30.00,-,-,8500.00,75,380.00,-,-,-,-,-,-,-,-
49,-,-,-,-,-,-,75,0.10,-,-,8550.00,75,100.00,-,-,-,-,-,-,-,-
50,-,-,-,-,-,-,75,3.00,-,-,8600.00,75,110.00,-,-,-,-,-,-,-,-
51,-,-,-,-,-,-,75,50.00,-,-,8650.00,150,50.00,-,-,-,-,-,-,-,-
52,-,-,-,-,-,-,75,100.00,-,-,8700.00,75,120.00,-,-,-,-,-,-,-,-
53,-,-,-,-,-,-,1575,0.05,-,-,8750.00,-,-,-,-,-,-,-,-,-,-
54,-,-,-,-,-,-,75,6.00,-,-,8800.00,750,150.00,-,-,-,-,-,-,-,-
55,-,-,-,-,-,-,225,0.25,-,-,8850.00,75,5.50,-,-,-,-,-,-,-,-
56,-,-,-,-,-,-,75,10.30,-,-,8900.00,450,88.00,-,-,-,-,-,-,-,-
57,-,-,-,-,-,-,13800,0.05,-,-,8950.00,225,3.00,-,-,-,-,-,-,-,-
58,7725,5625,442,75.65,327.00,47.15,150,321.00,349.95,75,9000.00,750,130.00,-,-,-,-,-,-,-,-
59,-,-,-,-,-,-,75,2.10,-,-,9050.00,150,2.00,-,-,-,-,-,-,-,-
60,-,-,-,-,-,-,75,50.00,-,-,9100.00,75,2.05,-,-,-,-,-,-,-,-
61,-,-,-,-,-,-,75,3.60,-,-,9150.00,75,2.00,-,-,-,-,-,-,-,-
62,-,-,-,-,-,-,75,15.00,-,-,9200.00,75,10.10,-,-,-,-,-,-,-,-
63,-,-,-,-,-,-,6000,10.00,-,-,9250.00,-,-,-,-,-,-,-,-,-,-
64,-,-,-,-,-,-,75,10.00,-,-,9300.00,300,0.10,-,-,-,-,-,-,-,-
65,-,-,-,-,-,-,1125,0.20,-,-,9350.00,75,0.25,-,-,-,-,-,-,-,-
66,-,-,-,-,-,-,75,12.00,-,-,9400.00,750,0.10,-,-,-,-,-,-,-,-
67,-,-,-,-,-,-,75,10.00,-,-,9450.00,-,-,-,-,-,-,-,-,-,-
68,3900,3750,154,68.34,126.00,52.40,75,126.00,137.00,75,9500.00,75,7.90,-,-,-,-,-,-,-,-
69,-,-,-,-,-,-,75,5.00,-,-,9550.00,-,-,-,-,-,-,-,-,-,-
70,-,-,-,-,-,-,300,3.00,-,-,9600.00,-,-,-,-,-,-,-,-,-,-
71,-,-,-,-,-,-,7500,1.65,-,-,9650.00,-,-,-,-,-,-,-,-,-,-
72,-,-,-,-,-,-,5025,2.65,-,-,9700.00,2700,0.85,-,-,-,-,-,-,-,-
73,-,-,-,-,-,-,7500,1.65,-,-,9750.00,-,-,-,-,-,-,-,-,-,-
74,-,-,-,-,-,-,75,3.00,-,-,9800.00,1875,0.05,-,-,-,-,-,-,-,-
75,-,-,-,-,-,-,5025,6.65,-,-,9850.00,-,-,-,-,-,-,-,-,-,-
76,-,-,-,-,-,-,75,20.00,-,-,9900.00,150,3.00,-,-,-,-,-,-,-,-
77,-,-,-,-,-,-,5025,6.65,-,-,9950.00,150,4.00,-,-,-,-,-,-,-,-
78,2100,2100,59,72.23,72.00,-1195.35,75,60.00,72.00,75,10000.00,150,5.00,-,-,-,-,-,-,-,-
79,-,-,-,-,-,-,150,2.00,-,-,10050.00,1050,0.10,-,-,-,-,-,-,-,-
80,-,-,-,-,-,-,7500,1.65,-,-,10100.00,-,-,-,-,-,-,-,-,-,-
81,-,-,-,-,-,-,7500,1.65,-,-,10150.00,-,-,-,-,-,-,-,-,-,-
82,-,-,-,-,-,-,75,2.00,-,-,10200.00,75,2.00,-,-,-,-,-,-,-,-
83,-,-,-,-,-,-,7500,1.65,-,-,10250.00,-,-,-,-,-,-,-,-,-,-
84,-,-,-,-,-,-,225,2.00,-,-,10300.00,-,-,-,-,-,-,-,-,-,-
85,-,-,-,-,-,-,150,2.00,-,-,10350.00,-,-,-,-,-,-,-,-,-,-
86,-,-,-,-,-,-,7500,1.65,-,-,10400.00,-,-,-,-,-,-,-,-,-,-
87,-,-,-,-,-,-,7500,1.65,-,-,10450.00,-,-,-,-,-,-,-,-,-,-
88,-,-,-,-,-,-,225,11.00,-,-,10500.00,-,-,-,-,-,-,-,-,-,-
89,-,-,-,-,-,-,7500,1.65,-,-,10550.00,-,-,-,-,-,-,-,-,-,-
90,-,-,-,-,-,-,7500,1.65,-,-,10600.00,-,-,-,-,-,-,-,-,-,-
91,-,-,-,-,-,-,7500,1.65,-,-,10650.00,-,-,-,-,-,-,-,-,-,-
92,-,-,-,-,-,-,7500,1.65,-,-,10700.00,-,-,-,-,-,-,-,-,-,-
93,-,-,-,-,-,-,7500,1.65,-,-,10750.00,-,-,-,-,-,-,-,-,-,-
94,-,-,-,-,-,-,7500,1.65,-,-,10800.00,-,-,-,-,-,-,-,-,-,-
95,-,-,-,-,-,-,7500,1.65,-,-,10850.00,-,-,-,-,-,-,-,-,-,-
96,-,-,-,-,-,-,7500,1.65,-,-,10900.00,-,-,-,-,-,-,-,-,-,-
97,-,-,-,-,-,-,7500,1.65,-,-,10950.00,-,-,-,-,-,-,-,-,-,-
98,20325,12900,447,73.55,18.05,0.50,150,18.05,18.95,75,11000.00,-,-,-,-,-,-,-,-,-,-
99,-,-,-,-,-,-,300,0.20,-,-,11050.00,-,-,-,-,-,-,-,-,-,-
100,-,-,-,-,-,-,300,0.30,-,-,11100.00,-,-,-,-,-,-,-,-,-,-
101,-,-,-,-,-,-,7500,0.15,-,-,11150.00,-,-,-,-,-,-,-,-,-,-
102,-,-,-,-,-,-,7500,0.15,-,-,11200.00,-,-,-,-,-,-,-,-,-,75
103,-,-,-,-,-,-,7500,0.15,-,-,11250.00,-,-,-,-,-,-,-,-,-,-
104,-,-,-,-,-,-,75,0.20,-,-,11300.00,-,-,-,-,-,-,-,-,-,75
105,-,-,-,-,-,-,7500,0.15,-,-,11350.00,-,-,-,-,-,-,-,-,-,-
106,-,-,-,-,-,-,7500,0.15,-,-,11400.00,-,-,-,-,-,-,-,-,-,-
107,-,-,-,-,-,-,7500,0.15,-,-,11450.00,-,-,-,-,-,-,-,-,-,-
108,-,-,-,-,-,-,600,2.55,12.90,75,11500.00,-,-,-,-,-,-,-,-,-,-
109,-,-,-,-,-,-,7500,0.15,-,-,11550.00,-,-,-,-,-,-,-,-,-,-
110,-,-,-,-,-,-,7500,0.15,-,-,11600.00,-,-,-,-,-,-,-,-,-,-
111,-,-,-,-,-,-,7500,0.15,-,-,11650.00,-,-,-,-,-,-,-,-,-,-
112,-,-,-,-,-,-,7500,0.15,-,-,11700.00,-,-,-,-,-,-,-,-,-,-
113,-,-,-,-,-,-,7500,0.15,-,-,11750.00,-,-,-,-,-,-,-,-,-,-
114,-,-,-,-,-,-,7500,0.15,-,-,11800.00,-,-,-,-,-,-,-,-,-,-
115,-,-,-,-,-,-,7500,0.15,-,-,11850.00,-,-,-,-,-,-,-,-,-,-
116,-,-,-,-,-,-,7500,0.15,-,-,11900.00,-,-,-,-,-,-,-,-,-,-
117,-,-,-,-,-,-,7500,0.15,-,-,11950.00,-,-,-,-,-,-,-,-,-,-
118,20250,18000,379,78.68,8.60,2.80,75,6.60,8.50,75,12000.00,-,-,-,-,-,-,-,-,-,-
119,-,-,-,-,-,-,-,-,20.00,75,12100.00,-,-,-,-,-,-,-,-,-,-
120,3450,3450,52,-,4.00,-285.65,75,0.50,5.00,1575,12500.00,-,-,-,-,-,-,-,-,-,-
121,-,-,-,-,-,-,-,-,-,-,12600.00,-,-,-,-,-,-,-,-,-,-
122,-,-,-,-,-,-,22500,0.50,5.00,750,13000.00,-,-,-,-,-,-,-,-,-,-
123,-,-,-,-,-,-,-,-,-,-,13400.00,-,-,-,-,-,-,-,-,-,-
124,-,-,-,-,-,-,900,0.05,5.00,750,13500.00,-,-,-,-,-,-,-,-,-,-
