,OI,Chng in OI,Volume,IV,LTP,Net Chng,BidQty,BidPrice,AskPrice,AskQty,Strike Price,BidQty,BidPrice,AskPrice,AskQty,Net Chng,LTP,IV,Volume,Chng in OI,OI
85,-,-,-,-,-,-,150,4.70,19.00,300,10350.00,7425,1550.90,1925.70,7425,-,-,-,-,-,-
86,97500,97500,7845,85.51,5.50,-1354.50,2250,4.30,5.45,600,10400.00,7425,1595.45,1957.05,7425,-,-,-,-,-,-
87,-,-,-,-,-,-,1200,3.70,10.00,300,10450.00,7425,1647.10,2031.25,7425,-,-,-,-,-,-
88,813225,659925,58190,85.72,4.80,-1.75,75,4.70,4.80,3075,10500.00,7800,1406.75,2072.10,75,-,-,-,-,-,-
89,-,-,-,-,-,-,75,3.05,14.00,300,10550.00,7425,1717.80,2149.75,7425,-,-,-,-,-,-
90,3600,3600,93,-,1.80,-1626.15,14550,1.25,3.50,375,10600.00,7425,1760.20,2189.45,7425,-,-,-,-,-,-
91,-,-,-,-,-,-,5025,1.65,24.00,300,10650.00,7425,1813.45,2260.45,7425,-,-,-,-,-,-
92,60450,60450,2682,86.74,2.50,-1595.20,7200,2.20,2.50,4650,10700.00,7425,1850.45,2296.00,7425,-,-,-,-,-,300
93,-,-,-,-,-,-,75,2.50,13.00,300,10750.00,7425,1899.80,2362.90,7425,-,-,-,-,-,-
94,124575,122325,4927,85.86,1.90,-3.70,300,1.85,1.90,1650,10800.00,7425,1934.50,2416.10,7425,-,-,-,-,-,-
95,-,-,-,-,-,-,75,1.40,12.40,300,10850.00,7425,1990.05,2473.80,7425,-,-,-,-,-,-
96,19800,19800,1011,86.26,1.70,-1400.50,4500,1.60,1.80,1500,10900.00,7425,2047.25,2546.45,7425,-,-,-,-,-,-
97,150,150,4,-,1.35,-1352.30,75,1.35,2.75,75,10950.00,7425,2074.20,2577.60,7425,-,-,-,-,-,-
98,617625,483675,34823,87.50,1.50,-1.05,9225,1.45,1.50,3225,11000.00,75,2037.90,2622.30,75,-,-,-,-,-,-
99,75,75,2,-,1.10,-1256.20,5325,1.10,2.10,75,11050.00,7425,2158.20,2692.95,7425,-,-,-,-,-,-
100,5625,5625,192,90.68,1.40,-1208.10,300,1.10,2.00,150,11100.00,7425,2234.50,2766.90,7425,-,-,-,-,-,-
101,150,150,6,111.94,2.60,-1159.40,225,1.00,4.00,300,11150.00,7425,2253.75,2785.25,7425,-,-,-,-,-,-
102,82950,71100,2257,91.19,1.15,-1.15,750,1.15,1.35,150,11200.00,7425,2307.50,2730.55,7425,-,-,-,-,-,-
103,-,-,2,-,2.00,-1066.15,300,1.00,4.90,3000,11250.00,7425,2348.05,2789.40,7425,-,-,-,-,-,-
104,-,-,-,-,-,-,750,0.70,4.75,3150,11300.00,7425,2396.05,2840.50,7425,-,-,-,-,-,-
105,-,-,-,-,-,-,10050,0.55,4.30,3000,11350.00,7425,2442.20,2901.40,7425,-,-,-,-,-,-
106,14325,14325,1151,89.31,0.70,-930.25,1650,0.70,1.35,1350,11400.00,7425,2483.45,2966.10,7425,-,-,-,-,-,-
107,-,-,-,-,-,-,10050,0.55,3.50,3000,11450.00,7425,2525.15,3020.50,7425,-,-,-,-,-,-
108,223425,201375,12142,91.48,0.75,-1.10,4875,0.75,0.80,3075,11500.00,7425,2570.70,3215.20,7425,-,-,-,-,-,-
109,-,-,-,-,-,-,75,0.50,4.30,3000,11550.00,7425,2611.35,3123.60,7425,-,-,-,-,-,-
110,-,-,-,-,-,-,5025,0.35,3.50,3000,11600.00,7425,2661.45,3157.50,7425,-,-,-,-,-,75
111,-,-,-,-,-,-,300,0.40,4.00,3000,11650.00,7425,2707.85,3220.00,7425,-,-,-,-,-,-
112,675,675,14,-,0.70,-674.60,75,0.70,3.00,3150,11700.00,7425,2772.40,3269.00,7425,-,-,-,-,-,-
113,-,-,-,-,-,-,300,0.40,3.50,3000,11750.00,7425,2812.40,3325.65,7425,-,-,-,-,-,-
114,900,900,829,102.63,1.30,-596.20,525,0.60,1.50,7200,11800.00,7425,2823.60,3375.65,7425,-,-,-,-,-,-
115,-,-,-,-,-,-,300,0.40,3.50,3000,11850.00,7425,2868.70,3443.50,7425,-,-,-,-,-,-
116,-,-,-,-,-,-,5025,0.20,3.00,3150,11900.00,7425,2947.15,3488.60,7425,-,-,-,-,-,-
117,-,-,-,-,-,-,300,0.40,3.30,3000,11950.00,7425,2962.85,3545.05,7425,-,-,-,-,-,-
118,583275,-24825,48418,96.75,0.40,0.15,75,0.40,0.45,10725,12000.00,7425,3031.75,3613.45,7425,-,-,-,-,-,-
119,1050,975,20,106.49,0.45,-50.10,4950,0.45,2.00,3000,12050.00,7425,3074.15,3651.95,7425,-,-,-,-,-,-
120,-,-,-,-,-,-,75,0.55,2.40,3000,12100.00,7425,3174.05,3728.90,7425,-,-,-,-,-,-
121,-,-,-,-,-,-,5025,0.30,2.80,3000,12150.00,7425,3227.30,3776.85,7425,-,-,-,-,-,-
122,-,-,-,-,-,-,5025,0.30,2.40,3000,12200.00,7425,3276.05,3852.00,7425,-,-,-,-,-,-
123,150,150,2,-,1.10,-307.40,300,1.10,2.20,3000,12250.00,7425,3325.35,3871.40,7425,-,-,-,-,-,-
124,750,750,10,-,2.40,-280.80,750,0.50,2.50,3000,12300.00,7425,3374.00,3927.70,7425,-,-,-,-,-,-
125,-,-,-,-,-,-,7500,0.10,2.80,3000,12350.00,7425,3319.90,3995.75,7425,-,-,-,-,-,-
126,1200,1200,342,-,0.40,-236.50,375,0.40,0.75,525,12400.00,7425,3432.30,4050.70,7425,-,-,-,-,-,-
127,-,-,-,-,-,-,7500,0.10,2.40,3000,12450.00,7425,3484.50,4104.40,7425,-,-,-,-,-,-
128,92325,53475,10296,107.54,0.60,-0.60,75,0.55,0.60,13425,12500.00,7425,3526.65,4157.00,7425,-,-,-,-,-,-
129,-,-,-,-,-,-,-,-,2.60,3000,12550.00,7425,3574.75,4217.75,7425,-,-,-,-,-,-
130,-,-,-,-,-,-,75,0.50,2.60,3000,12600.00,7425,3619.85,4274.45,7425,-,-,-,-,-,-
131,-,-,-,-,-,-,75,0.50,2.80,3000,12650.00,7425,3677.85,4332.35,7425,-,-,-,-,-,-
132,-,-,-,-,-,-,-,-,2.60,3000,12700.00,7425,3715.55,4387.25,7425,-,-,-,-,-,-
133,-,-,-,-,-,-,-,-,2.80,3000,12750.00,7425,3768.25,4447.10,7425,-,-,-,-,-,-
134,-,-,-,-,-,-,-,-,2.60,3000,12800.00,7425,3823.65,4502.50,7425,-,-,-,-,-,-
135,-,-,-,-,-,-,-,-,2.80,3000,12850.00,7425,3876.00,4555.90,7425,-,-,-,-,-,-
136,-,-,-,-,-,-,750,0.05,2.60,3000,12900.00,7425,3931.60,4612.75,7425,-,-,-,-,-,-
137,-,-,-,-,-,-,10050,0.10,2.30,3000,12950.00,7425,3922.20,4667.55,7425,-,-,-,-,-,-
138,92250,77625,10532,117.79,0.40,-0.25,1500,0.35,0.45,75,13000.00,7425,4021.85,4729.90,7425,-,-,-,-,-,-
139,-,-,798,-,0.65,-56.70,1500,0.05,2.60,3000,13050.00,7425,4031.85,4781.55,7425,-,-,-,-,-,-
140,75,75,55,122.54,0.10,-50.30,450,0.15,2.25,3000,13100.00,7425,4060.15,4849.50,7425,-,-,-,-,-,-
141,-,-,2408,124.76,1.00,-43.20,3000,0.55,2.00,3000,13150.00,7425,4121.15,4904.30,7425,-,-,-,-,-,-
142,-,-,-,-,-,-,-,-,2.60,3000,13200.00,7425,4174.25,4969.30,7425,-,-,-,-,-,-
143,-,-,-,-,-,-,-,-,2.80,3000,13250.00,7425,4221.10,5016.40,7425,-,-,-,-,-,-
144,-,-,-,-,-,-,-,-,2.30,3000,13300.00,7425,4262.25,5083.80,7425,-,-,-,-,-,-
145,-,-,-,-,-,-,-,-,2.80,3000,13350.00,7425,4309.75,5137.10,7425,-,-,-,-,-,-
146,-,-,-,-,-,-,-,-,2.60,3000,13400.00,7425,4362.55,5192.80,7425,-,-,-,-,-,-
147,-,-,-,-,-,-,-,-,2.50,3000,13450.00,7425,4404.80,5247.15,7425,-,-,-,-,-,-
148,31575,29025,9024,126.73,0.50,-1.00,3075,0.40,0.50,10425,13500.00,7425,4500.05,5306.35,7425,3580.25,4770.00,-,11,825,825
149,-,-,-,-,-,-,-,-,2.80,3000,13550.00,7425,4500.30,5364.00,7425,-,-,-,-,-,-
150,-,-,-,-,-,-,-,-,2.00,3000,13600.00,7425,4563.35,5425.60,7425,-,-,-,-,-,-
151,-,-,-,-,-,-,-,-,2.50,3000,13650.00,7425,4609.70,5481.25,7425,-,-,-,-,-,-
152,3825,3750,106,145.03,0.80,-2.25,300,0.65,0.80,2250,13700.00,7425,4654.80,5534.70,7425,-,-,-,-,-,-
153,150,150,4,152.42,0.85,-7.05,75,0.20,0.85,75,13750.00,7425,4631.35,5602.45,7425,-,-,-,-,-,-
