,OI,Chng in OI,Volume,IV,LTP,Net Chng,BidQty,BidPrice,AskPrice,AskQty,Strike Price,BidQty,BidPrice,AskPrice,AskQty,Net Chng,LTP,IV,Volume,Chng in OI,OI
20,150,150,2,-,1600.00,2.00,75,1424.05,2034.60,7425,7100.00,75,208.00,262.60,75,-77.60,207.85,89.10,2522,11400,24375
21,-,-,-,-,-,-,7425,1204.95,1978.15,7425,7150.00,150,120.45,316.10,150,11.05,336.05,80.09,16,375,600
22,-,-,1,-,1740.70,218.40,7425,1333.80,1852.75,375,7200.00,75,280.10,290.00,300,-14.35,288.00,88.06,2188,2475,36825
23,-,-,-,-,-,-,7425,1113.10,1861.45,7425,7250.00,150,195.15,355.50,150,-,-,-,-,-,300
24,300,75,1,-,1320.15,-359.85,7500,1323.25,1915.35,7425,7300.00,525,300.35,329.90,75,-23.30,300.35,87.40,1673,8475,45075
25,-,-,-,-,-,-,7425,1085.95,1809.85,7425,7350.00,75,148.35,334.75,150,97.30,315.40,82.74,18,-525,3975
26,975,-,1,-,1584.45,94.45,375,1020.10,1719.30,7425,7400.00,75,314.60,326.25,75,-28.20,315.00,85.76,1745,-9150,49500
27,75,-,-,-,-,-,75,1347.65,1641.30,75,7450.00,75,300.85,397.25,75,62.00,412.45,80.98,30,-525,5775
28,348975,36150,2228,74.17,1496.95,-3.50,75,1494.55,1498.40,75,7500.00,75,343.00,346.00,75,-23.15,343.00,84.94,21102,52650,1720950
29,-,-,-,-,-,-,7425,956.90,1827.05,7425,7550.00,150,1.10,400.80,150,213.30,424.40,-,1,-,-
30,6450,2925,59,92.79,1434.10,-16.10,75,1330.75,1503.45,75,7600.00,75,355.00,370.20,75,-23.35,361.95,83.31,2470,-3000,78150
31,75,-,-,-,-,-,75,966.10,1701.90,75,7650.00,150,110.05,434.50,150,-,-,-,-,-,300
32,38250,-20325,735,78.68,1350.00,-27.25,75,1344.55,1371.75,75,7700.00,900,391.50,399.00,75,-20.50,391.05,82.57,3488,-8625,186525
33,-,-,-,-,-,-,7425,853.60,1680.40,7425,7750.00,150,75.05,455.20,150,277.10,418.00,77.70,5,150,150
34,18075,-1650,38,82.17,1299.75,-0.25,75,1268.95,1342.85,75,7800.00,75,412.40,433.00,75,-0.30,435.00,81.51,2994,-16950,155325
35,600,-,-,-,-,-,375,702.30,1560.05,7425,7850.00,150,325.05,487.50,150,-191.00,391.00,76.73,5,75,1950
36,12825,-1275,68,78.54,1183.70,-16.30,75,1055.10,1287.60,75,7900.00,75,434.70,448.00,300,-13.45,441.75,80.22,3029,43725,113700
37,-,-,-,-,-,-,75,606.05,1566.75,7425,7950.00,150,31.05,514.25,150,-,-,-,-,-,450
38,684975,13875,2475,71.23,1127.20,-6.85,150,1124.05,1130.00,75,8000.00,675,470.85,471.95,825,-12.45,470.85,78.54,30878,-1050,1685925
39,-,-,-,-,-,-,75,451.05,1366.65,7425,8050.00,75,120.00,540.70,7425,-,-,-,-,-,-
40,84000,-900,97,77.75,1060.65,3.95,75,1039.90,1066.65,75,8100.00,75,481.05,490.75,75,-6.50,491.55,76.88,4637,-3600,853875
41,-,-,-,-,-,-,75,355.05,1285.70,7425,8150.00,375,44.65,602.15,7425,-,-,-,-,-,-
42,21450,-1425,113,73.84,985.35,-11.70,75,967.65,1000.90,75,8200.00,450,517.60,523.95,375,-2.85,523.95,75.57,7318,-22650,67350
43,-,-,-,-,-,-,75,510.00,1014.75,75,8250.00,75,531.75,-,-,-24.45,528.80,62.94,25,-,600
44,30300,-3600,245,68.09,920.55,1.25,150,897.60,929.40,75,8300.00,75,549.90,558.95,750,3.85,557.00,74.65,5677,18000,104025
45,-,-75,1,83.67,1069.00,180.30,75,643.55,926.95,75,8350.00,75,562.85,-,-,-4.10,575.65,66.09,54,1650,4575
46,18375,-450,387,68.14,832.60,-28.80,75,759.30,876.75,75,8400.00,450,585.00,588.00,75,5.40,589.95,73.46,6205,13125,76050
47,825,-300,7,81.68,818.35,-6.05,75,100.05,-,-,8450.00,75,596.45,619.05,75,-3.55,593.45,65.87,65,-750,2925
48,685950,10875,6477,65.96,782.85,-8.30,150,782.15,792.55,75,8500.00,300,621.40,623.95,600,-0.30,621.55,72.32,25872,98925,1146000
49,3750,-75,20,78.37,741.20,-22.35,75,100.40,766.85,75,8550.00,75,632.65,644.95,75,12.00,637.00,68.27,105,825,3300
50,68175,-900,2716,64.67,725.00,-0.95,150,715.20,730.90,75,8600.00,675,655.05,659.95,75,10.15,659.95,71.33,8098,10200,93450
51,3450,1800,150,69.43,707.55,8.05,75,630.25,776.80,75,8650.00,75,677.15,749.75,75,13.50,680.50,74.06,309,2925,11400
52,54450,4800,3478,63.53,664.95,-0.25,750,662.05,669.00,75,8700.00,750,695.05,700.00,150,12.05,700.00,70.30,7840,55650,163800
53,2475,450,152,65.82,619.15,-2.55,75,601.05,749.90,75,8750.00,75,700.15,749.10,75,4.10,720.00,62.66,83,1275,3750
54,61725,-5400,3928,62.41,608.95,11.70,75,590.15,608.95,675,8800.00,75,716.55,745.30,75,21.40,745.00,68.87,5501,54825,110100
55,2250,225,77,63.53,592.25,30.00,75,559.05,-,-,8850.00,75,319.20,824.45,75,16.05,748.00,67.11,52,450,1125
56,35325,-7875,3635,61.45,545.50,7.40,825,524.35,558.80,75,8900.00,675,770.80,783.90,75,8.50,774.55,67.38,3649,2475,42600
57,1500,-225,46,63.21,504.05,-43.95,5025,25.00,552.40,75,8950.00,75,790.15,994.80,75,18.90,798.90,62.56,43,-975,2625
58,1331700,84300,34325,60.19,488.00,3.35,150,485.00,488.00,75,9000.00,750,813.25,823.45,75,10.45,815.00,66.52,20759,-60450,1366125
59,2475,1575,98,61.03,439.90,-21.55,75,443.20,650.00,75,9050.00,75,770.05,1991.20,75,-134.10,761.90,55.77,20,-225,2550
60,90000,29850,4037,59.68,437.75,2.40,750,435.45,445.70,750,9100.00,75,839.45,889.95,75,18.55,871.75,66.03,700,750,27000
61,1275,1275,28,63.22,405.70,-995.90,75,100.05,441.55,75,9150.00,75,697.95,-,-,670.90,697.95,43.51,2,-,-
62,128700,12525,4058,58.84,412.00,16.40,3000,402.00,406.60,75,9200.00,75,910.95,943.85,75,37.85,960.00,57.15,258,-2850,30075
63,150,150,10,60.47,380.55,-930.00,75,100.00,-,-,9250.00,75,54.00,-,-,-,-,-,-,-,-
64,34500,-825,4195,57.74,368.65,20.80,1050,356.25,372.60,75,9300.00,150,971.35,1010.85,75,58.15,1008.15,54.65,122,3000,15525
65,-,-,4,63.47,370.20,-851.15,75,100.00,-,-,9350.00,75,501.00,-,-,-,-,-,-,-,75
66,37800,10500,2698,56.86,321.95,11.65,75,310.80,322.00,75,9400.00,75,891.40,1063.20,75,46.20,1052.75,48.97,96,1200,8025
67,150,150,2,58.65,288.90,-845.35,75,50.10,-,-,9450.00,7425,702.75,-,-,-,-,-,-,-,-
68,865350,148050,22956,55.02,275.30,8.05,600,275.15,276.00,375,9500.00,75,1095.40,1108.05,75,18.00,1100.60,60.82,3061,24375,912825
69,150,150,5,56.47,302.30,-1232.95,75,51.10,-,-,9550.00,7425,805.15,-,-,-,-,-,-,-,-
70,35550,6750,2854,54.47,240.05,3.15,75,240.05,285.00,75,9600.00,75,911.75,1186.00,75,55.20,1171.30,54.81,52,-225,8025
71,-,-,-,-,-,-,75,52.50,-,-,9650.00,7425,866.55,-,-,-,-,-,-,-,-
72,33600,9450,2637,53.99,209.95,0.45,75,193.15,210.00,1425,9700.00,75,1187.90,1391.35,2625,13.20,1239.45,43.75,36,300,14625
73,-,-,-,-,-,-,75,52.55,-,-,9750.00,7425,918.80,-,-,-,-,-,-,-,-
74,53100,-75,2619,52.99,183.00,-0.60,150,183.00,188.90,75,9800.00,75,1293.05,1325.90,75,7.15,1315.85,57.37,267,750,27675
75,-,-,-,-,-,-,75,52.60,-,-,9850.00,7425,974.95,-,-,-,-,-,-,-,-
76,99900,-5850,2801,53.10,162.05,-0.75,225,162.00,167.85,75,9900.00,75,1372.85,1399.05,75,31.20,1380.55,59.98,161,225,151125
77,-,-,-,-,-,-,75,50.00,-,-,9950.00,7425,1076.90,-,-,-,-,-,-,-,-
78,1336500,132975,33990,51.96,141.10,1.45,675,141.10,142.00,75,10000.00,75,1451.85,1459.00,300,32.05,1451.85,59.36,4197,94350,615375
79,-,-,-,-,-,-,75,50.00,-,-,10050.00,375,1295.85,-,-,-,-,-,-,-,150
80,40725,7350,2115,51.98,128.00,3.35,150,123.30,130.95,75,10100.00,75,1366.55,1561.15,75,-29.05,1570.90,-,4,-75,5100
81,75,-,-,-,-,-,75,30.00,-,-,10150.00,375,1390.15,2900.00,75,-,-,-,-,-,3825
82,41325,17400,2705,51.60,111.90,14.70,75,104.15,111.80,75,10200.00,75,1469.90,1838.35,75,141.00,1690.50,-,229,12975,19650
83,-,-,-,-,-,-,75,30.00,-,-,10250.00,7425,1293.90,-,-,-,-,-,-,-,-
84,41025,12900,2102,51.54,96.00,3.60,75,93.40,99.90,75,10300.00,75,1636.40,1727.95,75,-36.50,1713.50,57.68,19,-300,19425
85,-,-,-,-,-,-,75,20.00,-,-,10350.00,7425,1223.20,-,-,-,-,-,-,-,-
86,62025,36675,2550,51.16,85.20,5.40,75,80.20,89.00,75,10400.00,75,1636.20,1874.45,75,-13.85,1826.15,-,31,-1800,13050
87,-,-,-,-,-,-,75,11.00,-,-,10450.00,7425,1469.40,-,-,-,-,-,-,-,-
88,497400,75300,16037,50.53,72.60,6.50,75,73.00,74.00,75,10500.00,75,1872.55,1895.30,75,39.30,1880.10,59.54,834,18825,252300
89,-,-,-,-,-,-,75,21.00,-,-,10550.00,7425,1401.05,2181.15,7425,-,-,-,-,-,-
90,60075,26100,2473,50.95,65.50,4.70,75,66.00,68.95,75,10600.00,75,1965.70,2012.80,75,52.00,1975.00,39.52,36,75,27975
91,-,-,-,-,-,-,75,15.00,-,-,10650.00,375,1775.90,2215.10,7425,-,-,-,-,-,300
92,50925,4725,1952,50.83,58.25,0.65,75,58.45,64.95,75,10700.00,300,2020.30,2111.55,75,-121.60,2078.40,34.91,29,-75,15450
93,-,-,-,-,-,-,75,15.00,-,-,10750.00,7425,1576.70,2377.30,7425,-,-,-,-,-,-
94,76950,13875,2336,51.07,54.00,2.30,75,54.50,54.90,75,10800.00,525,2170.00,2206.00,75,-44.30,2100.00,-,23,-825,56250
95,-,-,-,-,-,-,75,10.00,-,-,10850.00,7425,1668.00,2483.70,7425,-,-,-,-,-,-
96,42600,3075,2153,51.10,45.00,0.05,75,45.50,51.75,75,10900.00,75,2133.45,2514.20,75,-210.70,2036.20,-,6,-,17250
97,-,-,-,-,-,-,75,10.00,-,-,10950.00,7425,1757.45,2486.55,7425,-,-,-,-,-,-
98,1051650,-98775,19483,50.96,40.45,1.80,150,39.50,40.45,675,11000.00,150,2341.35,2354.80,75,56.45,2353.90,64.44,1529,-18450,296625
99,-,-,-,-,-,-,5025,6.65,-,-,11050.00,7425,1826.10,2573.30,7425,-,-,-,-,-,-
100,41775,-150,996,51.31,39.30,1.35,450,39.30,42.80,225,11100.00,7425,1900.80,2719.55,7425,-,-,-,-,-,17700
101,-,-,-,-,-,-,5025,6.65,-,-,11150.00,7425,1929.10,2783.60,7425,-,-,-,-,-,-
102,86175,-6975,1277,51.43,32.50,-2.75,150,32.50,36.85,75,11200.00,150,2538.45,2602.15,75,-125.00,2375.00,-,4,-150,43950
103,1425,-,-,-,-,-,75,11.00,-,-,11250.00,7425,2021.40,2897.20,7425,-,-,-,-,-,75
104,54675,-4350,935,50.93,31.00,4.95,75,30.55,34.90,75,11300.00,300,2491.60,2914.50,7425,134.10,2747.55,-,3,-,47325
105,-,-,-,-,-,-,5025,6.65,-,-,11350.00,7425,2085.60,2904.75,7425,-,-,-,-,-,-
106,76050,-8775,1327,51.25,26.70,2.90,75,25.15,29.90,75,11400.00,75,2732.70,2791.90,75,158.40,2811.15,-,15,-,43500
107,-,-,-,-,-,-,5025,6.65,-,-,11450.00,7425,2178.70,2996.75,7425,-,-,-,-,-,75
108,809250,-130350,10200,51.10,24.05,6.30,75,24.00,25.05,75,11500.00,150,2824.90,2834.00,75,84.40,2833.30,73.45,1503,-48600,135375
109,-,-,-,-,-,-,5025,5.15,-,-,11550.00,7425,2282.30,3107.50,7425,-,-,-,-,-,75
110,80700,-600,1154,52.15,23.50,4.70,225,23.50,24.00,300,11600.00,75,2551.85,3027.70,75,-559.95,2740.00,-,24,-975,18300
111,-,-,-,-,-,-,75,5.00,-,-,11650.00,7425,2370.30,3192.55,7425,-,-,-,-,-,-
112,98025,8775,1300,52.35,18.00,-0.95,75,15.50,20.40,75,11700.00,75,2949.05,3038.50,75,-35.00,2965.00,-,40,-2325,198825
113,-,-,-,-,-,-,75,5.00,-,-,11750.00,7425,2558.90,3335.75,7425,-,-,-,-,-,-
114,116850,675,889,52.31,18.35,0.15,75,17.40,18.35,75,11800.00,7425,2502.60,3398.45,7425,-30.00,3250.00,-,7,-450,28575
115,-,-,-,-,-,-,75,5.00,-,-,11850.00,7425,2714.50,3457.90,7425,-,-,-,-,-,-
116,90750,3900,739,52.12,16.90,0.45,75,15.10,17.00,225,11900.00,7425,2790.00,3203.75,75,-11.05,3200.00,62.06,27,75,5625
117,-,-,-,-,-,-,75,2.10,-,-,11950.00,7425,2961.90,3549.90,7425,-,-,-,-,-,150
118,820650,2925,17993,51.35,12.60,0.15,525,12.80,13.20,75,12000.00,75,3288.80,3303.75,75,55.05,3292.95,63.63,1029,27975,384150
119,-,-,-,-,-,-,75,2.20,-,-,12050.00,7425,2829.55,3659.10,7425,-,-,-,-,-,-
120,48675,-525,219,52.79,13.50,-0.85,75,13.55,14.80,75,12100.00,7425,2459.20,3699.75,7425,-,-,-,-,-,10125
121,-,-,-,-,-,-,75,1.70,-,-,12150.00,7425,2152.60,3763.30,7425,-,-,-,-,-,-
122,42150,675,158,51.36,10.80,1.75,150,9.80,10.80,75,12200.00,7425,2601.90,3798.70,7425,-,-,-,-,-,4275
123,-,-,-,-,-,-,600,3.05,-,-,12250.00,7425,2252.60,3872.10,7425,-,-,-,-,-,-
124,38700,1725,142,54.48,11.05,-2.20,75,11.05,13.25,75,12300.00,75,3479.65,3813.10,75,275.00,3800.00,-,21,-225,3075
125,-,-,-,-,-,-,75,1.30,-,-,12350.00,7425,3101.80,3954.65,7425,-,-,-,-,-,-
126,69225,-600,67,53.91,10.00,1.30,75,8.05,10.00,2325,12400.00,7425,2726.60,3999.60,7425,-,-,-,-,-,525
127,-,-,-,-,-,-,7500,1.00,-,-,12450.00,7425,3190.45,4056.25,7425,-,-,-,-,-,-
128,356100,79200,13782,52.73,6.30,-3.35,150,6.25,6.35,225,12500.00,150,3742.95,3819.20,75,45.10,3795.10,-,95,-2100,80550
129,150,-,1,-,59.50,43.50,75,5.00,59.50,75,12550.00,7425,2552.40,4283.30,7425,-,-,-,-,-,-
130,29325,9975,324,54.18,6.00,-5.15,75,5.65,6.20,600,12600.00,7425,2921.60,4198.75,7425,-,-,-,-,-,75
131,-,-,-,-,-,-,7500,1.00,-,-,12650.00,7425,2652.40,4271.15,7425,-,-,-,-,-,-
132,9150,75,12,-,5.50,-4.60,2325,5.50,7.20,300,12700.00,7425,3016.60,4299.45,7425,-,-,-,-,-,-
133,75,-,-,-,-,-,7500,1.00,295.00,75,12750.00,7425,3462.95,4400.50,7425,-,-,-,-,-,-
134,15675,5400,197,55.41,5.35,-1.45,300,5.20,5.35,1500,12800.00,7425,3111.80,4398.75,7425,-,-,-,-,-,-
135,-,-,-,-,-,-,7500,0.35,-,-,12850.00,7425,2852.70,4520.85,7425,-,-,-,-,-,-
136,7800,2550,62,56.11,5.00,-4.50,300,3.55,7.55,75,12900.00,7425,3598.20,4499.60,7425,-,-,-,-,-,150
137,-,-,-,-,-,-,300,0.30,-,-,12950.00,7425,2952.40,4633.25,7425,-,-,-,-,-,-
138,245550,36825,15540,55.89,5.50,-1.65,225,5.50,5.75,75,13000.00,600,4253.75,4297.55,1200,58.75,4256.00,-,80,-3300,81900
139,-,-,-,-,-,-,300,0.30,-,-,13050.00,7425,3052.30,4742.15,7425,-,-,-,-,-,-
140,2475,-,-,-,-,-,900,1.55,12.00,75,13100.00,7425,3102.20,4699.85,7425,-,-,-,-,-,-
141,-,-,-,-,-,-,4725,0.50,-,-,13150.00,7425,3152.20,4860.10,7425,-,-,-,-,-,-
142,-,-,-,-,-,-,2400,0.65,-,-,13200.00,7425,3202.20,4799.85,7425,-,-,-,-,-,-
143,-,-,-,-,-,-,4500,0.40,-,-,13250.00,7425,3251.90,4979.15,7425,-,-,-,-,-,-
144,150,-,-,-,-,-,75,2.20,-,-,13300.00,7425,3302.00,4899.85,7425,-,-,-,-,-,-
145,-,-,-,-,-,-,4125,0.40,-,-,13350.00,7425,3352.10,5087.35,7425,-,-,-,-,-,-
146,-,-,-,-,-,-,2400,1.20,-,-,13400.00,7425,3402.00,4999.85,7425,-,-,-,-,-,-
147,-,-,-,-,-,-,2400,0.50,-,-,13450.00,7425,3452.00,5207.45,7425,-,-,-,-,-,-
148,138375,-18825,13431,56.14,4.20,1.00,150,3.80,4.20,1500,13500.00,1275,4760.00,4834.95,75,89.05,4760.00,-,606,9900,121950
149,-,-,-,-,-,-,2400,0.30,-,-,13550.00,7425,3552.00,5314.85,7425,-,-,-,-,-,-
150,-,-,-,-,-,-,150,2.55,14.95,1500,13600.00,7425,3602.00,5199.85,7425,-,-,-,-,-,-
151,-,-,-,-,-,-,2400,0.30,38.45,7425,13650.00,7425,3651.90,5430.70,7425,-,-,-,-,-,-
152,-,-,-,-,-,-,300,2.05,14.95,1500,13700.00,7425,3702.00,5299.85,7425,-,-,-,-,-,-
